512 592428
1024 1626
1536 1557
2048 1290
2560 1230
3072 2688
3584 1386
4096 1599
4608 41904
5120 2904
5632 2064
6144 1860
6656 1716
7168 2616
7680 1578
8192 1743
8704 2391
9216 1815
9728 2172
10240 1986
10752 2025
11264 3795
11776 2499
12288 2211
12800 3189
13312 2679
13824 3084
14336 2847
14848 3078
15360 5280
15872 3600
16384 3459
16896 435090
17408 9072
17920 7158
18432 7218
18944 7254
19456 11232
19968 4779
20480 4869
20992 5376
21504 5499
22016 5313
22528 5163
23040 5274
23552 7191
24064 5337
24576 5028
25088 5835
25600 5817
26112 5739
26624 5550
27136 5679
27648 7902
28160 5859
28672 5778
29184 6579
29696 6576
30208 6402
30720 6339
31232 6351
31744 8619
32256 6621
32768 6537
33280 7326
33792 7335
34304 7005
34816 7047
35328 7071
35840 9420
36352 7353
36864 7536
37376 8028
37888 7974
38400 7731
38912 7734
39424 7752
39936 10104
40448 8112
40960 8079
41472 8805
41984 8829
42496 8781
43008 8550
43520 8877
44032 10875
44544 8958
45056 8913
45568 9612
46080 9654
46592 9306
47104 9420
47616 9675
48128 11745
48640 9741
49152 9606
49664 88107
50176 12897
50688 10560
51200 10620
51712 10515
52224 13524
52736 10791
53248 10611
53760 11244
54272 11205
54784 11094
55296 11136
55808 11238
56320 13425
56832 11487
57344 11289
57856 12057
58368 12036
58880 12021
59392 11940
59904 12069
60416 14166
60928 12243
61440 12165
61952 12951
62464 12870
62976 12723
63488 12648
64000 12672
64512 14982
65024 13101
65536 12903
